Name,Cuisine,Location,Price,Vegan/Meat,Country,Latitude,Longitude,Address,PostalCode
Eight Treasures Vegetarian Restaurant,"Chinese, Malaysian, Local, Vegetarian",Chinatown,$$,Vegan,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
"Eight, The","Bar, International",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
El Mero Mero x Senor Taco,"Bar, Seafood, Steakhouse, South American, Vegetarian Friendly, Mexican",City Hall,$$$,Vegan,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
El Mero Mero x Senor Taco,"Bar, Seafood, Steakhouse, South American, Vegetarian Friendly, Mexican",CHIJMES,$$$,Vegan,Singapore,1.29520645,103.8521129,"CHIJMES, Downtown Core, Singapore, Central, 187996, Singapore",187996
elemen @ HarbourFront Centre,"Chinese, Vegetarian Friendly, Vegetarian",Harbourfront,$$,Vegan,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
elemen @ Millenia Walk,"Chinese, Vegetarian Friendly, Vegetarian",Promenade,$$,Vegan,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
elemen @ PLQ Mall,"Chinese, Vegetarian Friendly, Vegetarian",Paya Lebar,$$,Vegan,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
elemen @ Woodlands Height,Vegetarian,Woodlands,$$$,Vegan,Singapore,1.436897,103.786216,"Woodlands, Northwest, Singapore",
elemen Classic @ Great World,"Vegetarian Friendly, Modern Asian, Vegetarian",River Valley,$$,Vegan,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Element @ Amara Singapore,International,Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Elixir Coffee and Wine,"Bar, Italian, All-Day Breakfast, Cafe, Coffee",Holland Village,$$,Meat,Singapore,1.31172195,103.7960797,"Holland Village, 200, Holland Avenue, Bukit Timah, Singapore, Northwest, 278995, Singapore",278995
Empire Hotpot & Cantonese Cuisine,"Chinese, Seafood, Dim Sum, Steamboat, Asian",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Employees Only Singapore,"American, Bar",Chinatown,$$$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Employees Only Singapore,"American, Bar",Raffles Place,$$$$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Employees Only Singapore,"American, Bar",Tanjong Pagar,$$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Employees Only Singapore,"American, Bar",Telok Ayer,$$$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
EMPRESS,"Chinese, Dim Sum, Modern Asian",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
En Dining,Japanese,Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
En Sushi,Japanese,Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
En Yakiniku,"Bar, Japanese, BBQ",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
ENAK,"Indonesian, Malaysian, Seafood, Local, Mookata, Muslim-Friendly, Muslim-Owned",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
"English House by Marco Pierre White, The",British,Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Enjoy Eating House and Bar @ Stevens,"Bar, Chinese, Local, Zi Char",Newton,$$$,Meat,Singapore,1.31318325,103.8380402,"Newton, Scotts Road, Cairnhill, Newton, Singapore, Central, 228234, Singapore",228234
Entrance,"Bar, Modern European, Japanese, Fusion",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Epiphyte,"Fusion, Southeast Asian, Modern Asian",Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Epiphyte,"Fusion, Southeast Asian, Modern Asian",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Epiphyte,"Fusion, Southeast Asian, Modern Asian",Outram,$$,Meat,Singapore,1.2816642,103.840653,"Outram, Singapore, Central, Singapore",
Escape Restaurant,"International, Steakhouse",Little India,$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Espoir,Modern European,Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Esquina,"Modern European, Spanish",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Esquina,"Modern European, Spanish",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Esquina,"Modern European, Spanish",Keong Saik,$$$,Meat,Singapore,1.3120964,103.7971925,"Keong Saik, 44, Jalan Merah Saga, Bukit Timah, Singapore, Northwest, 278116, Singapore",278116
Est1819,"Middle Eastern, Local, Burgers, BBQ, Muslim-Owned",Boat Quay,$$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Estate,"Buffet, Chinese, Malaysian, International, Local, Dim Sum, Southeast Asian",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Estuary Restaurant & Bar,"Bar, Fusion, Seafood, Vegetarian Friendly, Vegetarian, Desserts, Western, Omakase",Orchard,$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Etna Italian Restaurant (Duxton),"Italian, Vegetarian Friendly",Tanjong Pagar,$$$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Etna Italian Restaurant (Duxton),"Italian, Vegetarian Friendly",Duxton,$$$$,Vegan,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
Etna Italian Restaurant (Upp East Coast),"Italian, Vegetarian Friendly",East Coast,$$$$,Vegan,Singapore,1.2973773,103.8771657,"East Coast, Kallang Paya Lebar Expressway, Tanjong Rhu, Kallang, Southeast, 397693, Singapore",397693
Euphoria,"Modern European, French",Tanjong Pagar,$$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
ExciseMan Wine & Whisky Bar,"Bar, Fusion, British, Vegetarian Friendly",Esplanade,$$$,Vegan,Singapore,1.29348725,103.8553908,"Esplanade, 90, Bras Basah Road, Suntec City, Downtown Core, Singapore, Central, 189562, Singapore",189562
Express Cafe & Bar @ Great Room,Modern Asian,Balestier,$$,Meat,Singapore,1.326226,103.8473149,"Balestier, Singapore, Central, 329133, Singapore",329133
"Fabulous Baker Boy, The","International, Halal Certified",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Famous Kitchen,"Chinese, Seafood, Vegetarian Friendly, Zi Char, Asian",Sembawang,$$$$,Vegan,Singapore,1.4490928,103.8200555,"Sembawang, 11, Canberra Road, Sembawang, Singapore, Northwest, 750350, Singapore",750350
Famous Palace,"Chinese, Seafood, Vegetarian Friendly, Asian",Seletar,$$$$,Vegan,Singapore,1.4098488,103.8773789,"Seletar, Central, Singapore",
Famous Treasure,"Chinese, Local",City Hall,$$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Farangse,"Thai, French",Bukit Timah,$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Farrer Horse,"Modern Asian, Western",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Fat Bird (Bugis),"Buffet, Chinese, Seafood",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Fat Cow,"Bar, Japanese, Steakhouse",Orchard,$$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Fat Cow,"Bar, Japanese, Steakhouse",Tanglin,$$$$$,Meat,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Fat Prince,"Middle Eastern, Vegetarian Friendly",Tanjong Pagar,$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
FBG - Fat Belly,"Steakhouse, All-Day Breakfast, Vegetarian Friendly, BBQ, Desserts, Western, Coffee",Bukit Timah,$$$,Vegan,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Feast Asia,"Buffet, International, Local, Southeast Asian",East Coast,$$$$,Meat,Singapore,1.2973773,103.8771657,"East Coast, Kallang Paya Lebar Expressway, Tanjong Rhu, Kallang, Southeast, 397693, Singapore",397693
Feima Stone Hotpot,Asian,Lavender,$$,Meat,Singapore,1.30734955,103.8631527,"Lavender, 50, Kallang Road, Kallang, Singapore, Central, 208699, Singapore",208699
Feng Shui Inn,"Chinese, Dim Sum",Sentosa,$$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
FIAMMA,Italian,Sentosa,$$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
FiftyFive Coffee Bar,"Japanese, Cafe, Coffee",Duxton,$$$,Meat,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
Firangi Superstar,Indian,Tanjong Pagar,$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
FIRE @ 1-ATICO,"Bar, South American, BBQ",Orchard,$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
First Grill Signature & The Chill Club,"Bar, Seafood, Steakhouse, Western",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
First Stop Cafe & Bistro,"Bar, Chinese, All-Day Breakfast, Local, Cafe, Zi Char, Coffee, Small Bites",Eunos,$$,Meat,Singapore,1.3198016,103.9028891,"Eunos, 30, Eunos Crescent, Geylang, Singapore, Southeast, 409423, Singapore",409423
Fish Pool,"Bar, Japanese, International, Seafood, Peruvian",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Fish Pool,"Bar, Japanese, International, Seafood, Peruvian",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Five &2,"Bar, Modern Asian",Punggol,$$,Meat,Singapore,1.4051559,103.902368,"Punggol, 70, Punggol Central, Punggol Town Centre, Punggol, Singapore, Northeast, 828868, Singapore",828868
Five Foot Lane @ Funan,"Bar, Indonesian, Asian, Small Bites",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Five Iron Golf Singapore,"American, Bar, Cafe, Burgers, Western, Coffee, Small Bites",Telok Ayer,$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Fizzy Dayz,"American, Bar, International, Cajun, Burgers, Desserts, Western, Small Bites",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Fleur de Sel Le Restaurant,"French, Vegetarian Friendly",Tanjong Pagar,$$$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Fleurato,"French, Local, Desserts",Tanglin,$$,Meat,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
FLNT @ 1-ATICO,"Bar, Japanese",Orchard,$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
FLO,"Bar, Japanese, Seafood, Cafe, Asian, Small Bites",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Florette,Fusion,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Florian Italian Restaurant & Bar,"Bar, Japanese, Italian, International, Seafood, Steakhouse, Modern Asian",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Florian Italian Restaurant & Bar,"Bar, Japanese, Italian, International, Seafood, Steakhouse, Modern Asian",Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Flow Bar,French,Duxton,$$$,Meat,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
FLUTES Restaurant,Modern European,Dhoby Ghaut,$$$$,Meat,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
Fly by Shaker Lakers,Burgers,Seletar,$$$,Meat,Singapore,1.4098488,103.8773789,"Seletar, Central, Singapore",
Flying Monkey,"Indian, Vegetarian Friendly",Bugis,$$$,Vegan,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
"Flying Squirrel @ Amoy Street, The",Japanese,Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
FOC Restaurant,Spanish,Boat Quay,$$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
FOC Restaurant,Spanish,Clarke Quay,$$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
FOC Sentosa - Restaurant,Spanish,Sentosa,$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Folks Collective - The Vintage Shophouse (Cross Street),Thai,Raffles Place,$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Food Capital,"American, Buffet, Chinese, Japanese, Indian, International, Seafood, Local, Southeast Asian",Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Food Capital,"American, Buffet, Chinese, Japanese, Indian, International, Seafood, Local, Southeast Asian",Outram,$$$,Meat,Singapore,1.2816642,103.840653,"Outram, Singapore, Central, Singapore",
Food Exchange,"Buffet, Indian, Vegetarian Friendly, Local, Southeast Asian",Newton,$$$,Vegan,Singapore,1.31318325,103.8380402,"Newton, Scotts Road, Cairnhill, Newton, Singapore, Central, 228234, Singapore",228234
Food Exchange,"Buffet, Indian, Vegetarian Friendly, Local, Southeast Asian",Tanglin,$$$,Vegan,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Food For Thought (National Museum of Singapore),"American, Italian, Fusion, All-Day Breakfast, Vegetarian Friendly, Southeast Asian, Cafe, Burgers",Dhoby Ghaut,$$,Vegan,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
FOOK KIN,Chinese,Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
FOOL,Bar,Telok Ayer,$$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
"Forage Café @ Jln Pari Burong, The","American, Italian, All-Day Breakfast, Vegetarian Friendly, Ice Cream, Desserts, Healthy Eats, Western, Coffee",Bedok,$$,Vegan,Singapore,1.3239765,103.930216,"Bedok, 315, New Upper Changi Road, Bedok, Singapore, Southeast, 467347, Singapore",467347
Foresta Restaurant & Bar,"Bar, Fusion",Bukit Timah,$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
fork n spoon,"Indian, Vegetarian Friendly, Local",East Coast,$$,Vegan,Singapore,1.2973773,103.8771657,"East Coast, Kallang Paya Lebar Expressway, Tanjong Rhu, Kallang, Southeast, 397693, Singapore",397693
Fortune Court 天富阁,"Chinese, Malaysian, Seafood, Vegetarian Friendly, Local, Modern Asian",Chinatown,$$,Vegan,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Four Points by Sheraton Singapore (Buffet),"Buffet, Malaysian, International, Seafood, Vegetarian Friendly, Local, Southeast Asian, Halal Certified, Ice Cream",Robertson Quay,$$$,Vegan,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Four Points Eatery,"International, Seafood, Local, BBQ",Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Frenchie Wine Bar,"Bar, Modern European, French",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Frieda Beer Garden & German Restaurant,German,City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Friends Tasty Korea,"Bar, Buffet, Korean, BBQ",Yishun,$$,Meat,Singapore,1.4293839,103.8350282,"Yishun, 301, Yishun Avenue 2, Chong Pang, Yishun, Singapore, Northwest, 769093, Singapore",769093
Friends Wok & Bak Kut Teh,"Chinese, Local, Zi Char",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Frog Meat Fish Head 美蛙鱼头,"Chinese, Steamboat",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Fu Lin Bar & Kitchen (Telok Ayer),"Chinese, Spanish, Local, Asian",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Fu Lin Bar & Kitchen (Telok Ayer),"Chinese, Spanish, Local, Asian",Club Street,$$$,Meat,Singapore,1.282692,103.8469838,"Club Street, Chinatown, Outram, Singapore, Central, 069247, Singapore",69247
Fu Lin Bar & Kitchen (Telok Ayer),"Chinese, Spanish, Local, Asian",Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Fu Lin Clarke Quay,"Chinese, Malaysian, Seafood, Vegetarian Friendly, Burgers, Asian, Small Bites",River Valley,$$,Vegan,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Fukusen@Killiney,Japanese,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
fȳr @ Boon Tat,"Modern European, Steakhouse",Raffles Place,$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
fȳr @ Boon Tat,"Modern European, Steakhouse",Telok Ayer,$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
fȳr @ Jalan Besar,"Bar, Modern European, International, Southeast Asian",Jalan Besar,$$$,Meat,Singapore,1.3064665,103.8559981,"Jalan Besar, Little India, Rochor, Singapore, Central, 208828, Singapore",208828
G Izakaya,Japanese,Lavender,$$,Meat,Singapore,1.30734955,103.8631527,"Lavender, 50, Kallang Road, Kallang, Singapore, Central, 208699, Singapore",208699
G&B Bistro,"Italian, Western",Queenstown,$$,Meat,Singapore,1.2946226,103.8060366,"Queenstown, 301, Commonwealth Avenue, Queenstown, Singapore, Central, 149729, Singapore",149729
G7 Live Seafood and Frog Porridge,"Chinese, Seafood, Zi Char",Kallang,$$$,Meat,Singapore,1.310759,103.866262,"Kallang, Singapore, Central, Singapore",
Gabbar Bistro & Bar,"Bar, Indian, Vegetarian Friendly",River Valley,$$,Vegan,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Gabbar Bistro & Bar,"Bar, Indian, Vegetarian Friendly",Clarke Quay,$$,Vegan,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Gaig Restaurant,"Modern European, Spanish, International, Desserts, Western, Small Bites",Telok Ayer,$$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Ganko Sushi,Japanese,Dhoby Ghaut,$$$,Meat,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
Garibaldi Italian Restaurant & Bar,Italian,City Hall,$$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Garibaldi Italian Restaurant & Bar,Italian,Bugis,$$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
"Garrison, The",Fusion,Clarke Quay,$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Gary's Restaurant,Italian,Rochester,$$$$,Meat,Singapore,1.30913695,103.7781437,"Singapore Polytechnic, 500, Dover Road, Rochester Hill, Queenstown, Singapore, Southwest, 139651, Singapore",139651
Gaston,French,Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Gaston,French,Keong Saik,$$$,Meat,Singapore,1.3120964,103.7971925,"Keong Saik, 44, Jalan Merah Saga, Bukit Timah, Singapore, Northwest, 278116, Singapore",278116
GEMMA,"Italian, Steakhouse",City Hall,$$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Genius Central Singapore,"Cafe, Burgers",Telok Ayer,$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
George Town Tze Char & Craft Beer,"Bar, Chinese, Local",Boat Quay,$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Georges @ Changi (Seafix),"Bar, Chinese, Western",Changi,$$,Meat,Singapore,1.3539247,103.9746973,"Changi, Southeast, Singapore",
Georges @ Tai Seng,"Bar, Fusion",Tai Seng,$$,Meat,Singapore,1.3353828,103.8883061,"Tai Seng, 33, Upper Paya Lebar Road, Tai Seng, Singapore, Southeast, 534803, Singapore",534803
Georges @ The Cove,"American, Bar, Seafood, Vegetarian Friendly, Local, Cafe",Pasir Ris,$$,Vegan,Singapore,1.3730307,103.949255,"Pasir Ris, 10, Pasir Ris Central, Pasir Ris, Singapore, Northeast, 519634, Singapore",519634
Georges @ Wild West,"Bar, Vegetarian Friendly, Burgers, Ice Cream, Vegan Friendly, Desserts, Healthy Eats, Western, Coffee",Choa Chu Kang,$$,Vegan,Singapore,1.3853167,103.744325,"Choa Chu Kang, 10, Choa Chu Kang Avenue 4, Peng Siang, Choa Chu Kang, Singapore, Southwest, 689810, Singapore",689810
Georges By The Bay,"American, Bar, Seafood",Punggol,$$,Meat,Singapore,1.4051559,103.902368,"Punggol, 70, Punggol Central, Punggol Town Centre, Punggol, Singapore, Northeast, 828868, Singapore",828868
GIG Cafe,"All-Day Breakfast, Cafe, Desserts, Western, Juice, Coffee",Tampines,$$,Meat,Singapore,1.3546528,103.9435712,"Tampines, Northeast, Singapore",
Gila Makan,"Chinese, Indian, Malaysian, Italian, Vegetarian Friendly, Local, Asian, Western",Tanjong Pagar,$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Gin Khao (One Raffles Place),"Thai, Fusion, Local",Raffles Place,$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Gin Khao Bistro (Sentosa Cove),Thai,Sentosa,$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
