Drink Volume,Drink Name,Attributes,Energy,Trans Fat,Protein,Total Fat,Saturated Fat,Cholesterol,Carbohydrate,Sugars,Dietary Fibre,Sodium,Calcium,Iron,Vitamin C,Vitamin B2,Potassium,Chloride,Phosphate,Monounsaturated Fat,Polyunsaturated Fat,Sugar,Tea Polyphenols,Total Sugar,Trans Fatty Acid,Total Sugars,Niacin,Vitamin A,Vitamin B1,Vitamin D,Vitamin E,Thiamine (Vitamin B1),Riboflavin (Vitamin B2),Vitamin B6,Folic Acid,Vitamin B12,Biotin,Pantothenic Acid,Zinc,Beta Carotene,Lactose,Fat,Tea Polyphenois,Added Sugars,Calories,Calories from Fat,Vitamin B3,Vitamin D3,Magnesium,Thiamine,Riboflavin,Niacin (B3),Riboflavin (Vit B2),Nicotinamide,Total Carbohydrate,Sucrose,Natrium / Sodium,Salt,Catechin (mg),Omega 6,Omega 3,Niacinamide,Vitamin,Per Serving,Carbohydrates,Fibre,Fiber,Glucose,Maltose,Dietary fibre,Phosphorus,Vitamin B,Macing,Fats,Total Carbohydrates,Phosphorous,Vitamin K,Choline,Manganese,Copper,Iodine,Total Fats,Added Sugar,Calorie,Serving Per,Saturated fat,Trans fat,Proteins,Bicarbonates,Sulphates,Chlorides,Silica,Nitrates,Flourides,Ion,Fluorides,Acai Extract,Blueberry Extract,Pomegranate Extract,Sulfates,pH Value,Total Dissolved Solids,ats,Serving Size: 4.5 tbsp,Servings per container,Saturated Fats,Vit D,Catechin,Antioxidant,Theanine,Water,Ash,Folate,Asorbic Acid,Per Serving Size,Salt equivalent,Caffeine,Total fat,Dietry fibre,Calories From Fat,Total Energy,Amount per,Saturated fats,Total Carboyhdrate,Dietary fiber,Carbohyrate,Anthocyanins,Thiamin,Saturates,Includes Added Sugars,fat,sugars,saturates,fats,Saturaed Fat,Total Calories,Dietary Fiber,Energy from Fat,Monounsaturated Fatty Acid,Polyunsaturated Fatty Acid,Saturated Fatty Acid,Cholestrol,Unsaturated Fat,Saturated,Natrium,Lipids,Phosphrous,Polyphenois,Per,Saturates Fat,Total Carb,Caffeine Content,SaturatedFat,of which saturated fats,of which sugars,Fibres,Total Calorieso,Calories From Saturated Fat,Salt (Sodium),Serving,TotalSugers,Monosaturated Fat,Satutated Fat,Total Dietary Fiber,Enery
12 per pack,BOH Teh Tarik Instant Milk Tea Beverage - Original,Per Serving (180ml),128kcal,,1.1g,5.2g,,0mg,19.3g,10.4g,,46.1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 250ml,Pokka Packet Drink - Ice Blueberry Tea (Less Sugar),Per Serving (100ml),24kcal,0g,0g,0g,0g,0mg,6g,6g,0g,5mg,,,,,,,,,,,4mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 300ml (CTN),Pokka Can Drink - Ice Lemon Tea ,Per Serving (300ml),120kcal,,0.0g,0.0g,0.0g,,30.3g,,,15mg,,,,,,,,,,,12mg,29.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 250ml,Marigold Packet Drink - Ice Lemon Tea (Less Sweet),Per Serving (100ml),65kcal,,1.8g,1.3g,,,11.5g,9.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500ml,Pokka Premium Bottle Drink - Milk Tea (Original),Per Serving (250ml),105kcal,0.0g,1.5g,1.8g,1.3g,,20.8g,19.0g,,53mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 40g,Lao Qian Instant Drink - Milk Tea ,Per Serving (40g),193.2kcal,0.1g,1g,8.0g,6.2g,,29.6g,20.0g,,98mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 300ml,Pokka Can Drink - Jasmine Green Tea ,Per Serving (300ml),72kcal,0g,0g,0g,0g,0mg,18g,18g,,18mg,,,,,,,,,,,90mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L,Ito En Green Tea Bottle - Oji Ocha (Unsweetened),Per Serving (250ml),4kcal,,0.3g,0g,,,0.8g,0g,,30mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 20g,Lipton 3 in 1 Instant Milk Tea Latte - Teh Halia,Per Serving (21g),100kcal,0g,0.7g,,3.6g,,15.6g,10.4g,0.6g,50mg,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,3.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50g (25 per pack),Twinings Teabags - Earl Grey,Per Serving (200ml),1kcal,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 x 5g,Gingen Instant Ginger Powder - Original (No Sugar),Per Serving (5g),,,0g,0g,0g,0mg,5g,0g,0g,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 18g,Super Instant Tea Infusions - Chrysanthemum with Honey,Per Serving (18g),71kcal,,0.1g,0.1g,,,17.6g,,0g,4mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 x 1.5g,Lipton Green Tea Bags - Lively Fresh,Per Serving (1.5g),0g,,0g,0g,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 35g,Gold Kili Premium Instant White Milk Tea - Double Shot,Per Serving (35g),160kcal,,< 2g,7g,6g,0mg,25g,15g,< 0g,60mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 x 18g,Gingen Instant Ginger Powder - Strong,Per Serving (18g),,,0g,0g,0g,0mg,18g,17g,0g,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70cal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 18g,Super Instant Tea Infusions - Red Date & Longan,Per Serving (18g),71kcal,,0.1g,0g,,,17.6g,,0g,1mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480ml,Life Bottle Drink - Herbal Tea,Per Serving (240ml),48kcal,0g,0g,0g,0g,0mg,12.2g,9.8g,0g,7mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 G,Mamami Matcha Powder From Japan,Per Serving (1g),,,1g,,,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480ml,Life Bottle Drink - Red Date Tea,Per Serving (240ml),77kcal,0g,0.2g,0g,0g,0mg,18.7g,,0g,12mg,,,,,,,,,,,,16.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 18g,Gold Kili Instant Ginger Drink - Brown Sugar ,Per Serving (18g),70kcal,0g,0.2g,0g,0g,,17.4g,17.4g,0g,0.3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 x 2g,FairPrice Japanese Green Tea -Yabukita Blend with Roasted Rice,Per Serving (2g),0kcal,0g,0g,0g,0g,0mg,,,0g,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L,Marigold Packet Drink - Chrysanthemum Tea (Less Sweet),Per Serving (250ml),87kcal,,0g,0g,,,21.8g,20.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 18g,Gold Kili Instant Ginger Drink - Lemon ,Per Serving (18g),73kcal,0g,0.1g,0.3g,0.2g,,7.4mg,16.1g,17.4g,0mg,0.1%,0.2%,0%,,1.4mg,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 X 250ML,Lo Bros Organic Raspberry & Lemon Kombucha,Per Serving (1g),,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 x 300ml,Fuze Tea Flavoured Green Tea Can Drink - Jasmine,Per Serving (100ML),22kJ,,0g,0g,0g,0mg,5.5g,,0g,5mg,,,,,0g,,,,,5.5g,,,,,,,,,,,,0g,,0g,,,,,,,,,,,0g,,,,,,,,,,,,15mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 X 250ML,Lo Bros Organic Passionfruit Kombucha,Per Serving (1g),,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40g (20 per pack),Sea Dyke Tea Bags - Oolong Tea ,Per Serving (2g),,,0.542g,0.024g,,,0.808g,,,0.16mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250g,Daribell Pure and Natural Instant Ginger Tea Powder,Per Serving (15g),61kcal,0g,0g,0g,0g,,15g,10g,,6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 x 18g,Gingen Instant Ginger Powder -  Brown Sugar,Per Serving (18g),,,0g,0g,0g,0mg,18g,17g,0g,0mg,0%,< 2%,0%,0%,,,,,,,,,,,,0%,0%,,,,,,,,,,,,,,,,70kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140 G,Nitto Royal Milk Tea 10P,Per Serving (),59kcal,,0.9g,,,,11.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05g,0.02g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480 G,Ah Huat Teh C,Per Serving (),134kcal,,1.6g,3.4g,,0mg,,,0.7g,74.2mg,,,,,,,,,,,,,,15.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 2g,TLY Tea Bags - BitterGrourd,Per Serving (100g),335Kcal,,18.8g,,,0mg,63.2g,,,37mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8g,43.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 x 2g,Ta-Fu Tea Bags - Genmai Cha (Non Staple),Per Serving (100g),,0g,< 1g,3.5g,3.5g,0mg,20g,15g,1g,25mg,,,,,190mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,110kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 X 500ML,Hung Fook Tong Ice Lemon Tea Herbal Drink [Bundle of 2],Per Serving (100ml),,,0g,,,,,6.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400 ML,The GUTsy Captain Ginger & Lemon Kombucha ZERO,Per Serving (100),0kj,,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,0.01g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400 ML,The GUTsy Captain Passionfruit Kombucha,Per Serving (100),74kj,,0g,,,,4.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 25g,MaxTea Instant Drink - Tarikk with Ginger,Per Serving (25g),105kcal,0g,0.9g,2.4g,2.1g,0mg,20.7g,13.5g,1g,15mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750 ML,ROK Kombucha Passionfruit Rap (L),Per Serving (100ml),,,,,,,3g,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kg,Jewon Gold Korean Citron Tea - Natural Yuja,Per Serving (25g),,0g,0g,0g,0g,0mg,16g,14g,0g,21mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 pc,BEST Choice Ginseng Longan Red Dates & Goji Triangle Tea Bag,Per Serving (),5kj,,0g,0g,,,,,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 250ML,Hi-C Low Sugar Ceylon Lemon Tea [Bundle of 6],Per Serving (),,,0g,,,,,4.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sosro Tehbotol - Original 450ML [ Carton ],Per Serving (),,,,,,,,16.4g,,27mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 G,"Mamami ""-"" Hojicha Powder (Japan)",Per Serving (1g),,,1g,,,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 pc,BEST Choice Pineapple & Osmanthus Snow Pear Triangle Tea Bag,Per Serving (1),1393kj,,2.5g,,,,77.5g,,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 pc,BEST Choice Brown Sugar & Red Date Ginger Tea Triangle Tea Ba,Per Serving (1),1659kj,,0g,,,,97.6g,,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sosro Tehbotol - Less Sugar 450ML [ Carton ],Per Serving (),,,,,,,,9.9g,,15mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 500ml (CTN),Wong Lo Kat Bottle Drink - Herbal Tea,Per Serving (100ml),141kJ,,Less than 1g,Less than 1g,Less than 1g,,,8.3g,,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 pc,BEST Choice Red Date Tea (Raw Sugar),Per Serving (1),17kcal,0g,0.1g,0.0g,0g,0mg,4.2g,,0.1g,0mg,,,,,,,,,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160 G,Kim's Duet Teh-O (Black Tea With Less Sugar),Per Serving (200),12kcal,,,,,,3.1g,,,1mg,,,,,,,,,,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400 G,Kim's Duet Teh-C (Black Tea With Milk & Less Sugar),Per Serving (180),37g,,0.2g,,,,6g,,0.6g,4g,,,,,,,,,,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3g,,,,1.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190 G,Lipton Hong Kong Style Yuanyang Milk Tea,Per Serving (100ml),,,1.2g,,,,,9.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400 ML,The GUTsy Captain Original Kombucha ZERO,Per Serving (),0kj,,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,0.01g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400 ML,The GUTsy Captain Raspberry Kombucha ZERO,Per Serving (100),0kj,,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,0.01g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 G,Green Bio Tech Natural Soursop Leaf Tea,Per Serving (100g),380kcal,,11.1g,,,,68.4g,,,8.4mg,,,,,,,,,,6.5g,,,,,,,,,,,,,,,,,,,,6.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36 x 1.6g,Lipton Brown Rice Green Tea Bags,Per Serving,0kcal,,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 X 250ML,Hi-C Lemon Tea [Bundle of 6],Per Serving (),,,0g,,,,,4.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 pc,BEST Choice Lemongrass & Pandan Tea (Raw Sugar),Per Serving (1),14kcal,0g,0g,0g,0g,0mg,3.5g,,0g,3mg,,,,,,,,,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
